,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
810,Mad Max Beyond Thunderdome,['PG-13'],"['Dystopia', 'Near Future', 'Post Apocalypse', 'Action Adventure', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['Australia', 'United States']",36230219.0
811,Commando,['R'],"['Kidnap', 'Rescue', 'Action Adventure', 'Blackmail', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],35078913.0
812,Teen Wolf,['PG'],"['Romance', 'Bullies', 'Monster', 'Other_Keywords', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],33086611.0
813,The Last Dragon,['Not Rated'],"['Cult Movie', 'Action Comedy', 'Martial Arts', 'Set in New York City', 'Mafia']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],33000750.0
814,White Nights,['PG-13'],"['Political', 'Dancing', 'Bigotry', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],42160849.0
815,Desperately Seeking Susan,['Not Rated'],"['Comedy Drama', 'Faulty Memory', 'Fugitive / On the Run', 'Mafia', 'Mistaken Identity']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],27400522.0
816,Prizzi's Honor,['R'],"['Romance', 'Novel or Other Work Adapted by Author', 'Relationships Gone Wrong', 'Organized Crime', 'Hitmen', 'Mafia', 'Dysfunctional Family', 'Other_Keywords', 'Black Comedy', 'Satire']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],26700000.0
817,Out of Africa,['PG'],"['Romantic Drama', 'Other_Keywords', 'Oscars Best Picture Winner']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],258210860.0
818,Agnes of God,['Not Rated'],"['Novel or Other Work Adapted by Author', 'Crime', 'Child Abuse', 'Religious', 'Dysfunctional Family', 'Other_Keywords']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],25627836.0
819,Fright Night,['R'],"['Romance', 'Supernatural', 'Kidnap', 'Rescue', 'TV Industry', 'Vampire', 'Other_Keywords', 'Supernatural Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],24922237.0
820,The Emerald Forest,['R'],"['Kidnap', 'Rescue', 'Action Adventure', 'Other_Keywords', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],24468550.0
821,Santa Claus,['PG'],['Christmas'],['Original Screenplay'],['Live Action'],['Fantasy'],"['United Kingdom', 'United States']",23721879.0
822,The Care Bears Movie,['Not Rated'],['Other_Keywords'],['Based on TV'],['Hand Animation'],['Kids Fiction'],"['Canada', 'United States']",22934000.0
823,Friday the 13th Part V: A New Beginning,['Not Rated'],['Slasher Horror'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21930418.0
824,A Nightmare on Elm Street Part 2: Freddy’s Revenge,['R'],['Slasher Horror'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21163999.0
825,Porky's Revenge,['Not Rated'],"['Wedding Day', 'Revenge', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],20518000.0
826,Code of Silence,['R'],"['Gangs', 'Action Thriller', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],20345361.0
827,Volunteers,['R'],"['Romance', 'Relationships Gone Wrong', 'Action Comedy', 'Gambling', '1960s', 'Other_Keywords', 'Money Troubles']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],19875740.0
828,Year of the Dragon,['R'],"['Sex Crimes', 'Death of a Spouse or Fiancée / Fiancé', 'Organized Crime', 'Action Thriller', 'Film Noir', 'Revenge', 'Police Detective', 'Mafia', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],18707466.0
829,Ladyhawke,['Not Rated'],"['Romance', 'Action Adventure', 'Fugitive / On the Run', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],18400000.0
830,The Sure Thing,['Not Rated'],"['Romance', 'Comedy Drama', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],18136000.0
831,Invasion U.S.A.,['R'],"['Terrorism', 'Action Thriller', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],17536256.0
832,The Falcon and the Snowman,['Not Rated'],"['FBI', 'Biography', 'Addiction', 'Other_Keywords']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],17130087.0
833,To Live and Die in L.A.,['R'],"['Crime', 'Buddy Cop', 'Set in Los Angeles', 'Action Thriller', 'Film Noir', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],17307302.0
834,Weird Science,['PG-13'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],16316258.0
835,Death Wish 3,['R'],"['Gangs', 'Action Thriller', 'Revenge']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Other_Countries', 'United Kingdom', 'United States']",16116878.0
836,Baby: Secret of the Lost Legend,['Not Rated'],"['Family Movie', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],14276095.0
837,The Return of the Living Dead,['R'],"['Zombies', 'Horror Comedy']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],14238634.0
838,The Color Purple,['PG-13'],"['Coming of Age', 'African Americans', 'Historical Drama', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],94029472.0
839,One Magic Christmas,['G'],"['Christmas', 'Single Parent', 'Family Drama', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Fantasy'],['Canada'],13229514.0
840,Real Genius,['PG'],"['Romance', 'Farcical / Slapstick Comedy', 'College', 'Other_Keywords', 'First Love', 'Inventor']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],12952019.0
841,Perfect,['R'],['Romance'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],12918858.0
842,Kiss of the Spider Woman,['R'],"['Political', 'Romance', 'LGBTQ+', 'Other_Keywords', 'Life Drama', 'Prison']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Other_Countries', 'United States']",14582182.0
843,Lifeforce,['R'],"['Action Horror', 'Cult Movie', 'Other_Keywords', 'Vampire']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United Kingdom'],11603545.0
844,Just One of the Guys,['Not Rated'],"['Romance', 'Relationship Advice', 'Undercover', 'Investigative Journalist', 'Romantic Comedy', 'Bullies', 'Other_Keywords', 'Cross-Dressing', 'High School']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],11377655.0
845,Clue,['PG'],"['Cult Movie', 'Surprise Twist', 'LGBTQ+', 'Faked Death', 'Revenge', 'Spoof', 'Unnamed Character', 'Government Corruption', 'Blackmail', 'Other_Keywords', 'Non-Chronological', 'Crime Comedy', 'Prostitution']",['Based on Game'],['Live Action'],['Contemporary Fiction'],['United States'],13377261.0
846,Krush Groove,['R'],"['Romance', 'Music Industry', 'Relationships Gone Wrong', 'Comedy Drama', 'African Americans', 'Gratuitous Cameos', 'Other_Keywords', 'Inspired by a True Story', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],11052713.0
847,Silver Bullet,['R'],"['Novel or Other Work Adapted by Author', 'Action Horror', 'Life in a Small Town', 'Dysfunctional Family', 'Other_Keywords', 'Addiction']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],['United States'],10803211.0
848,Missing in Action 2: The Beginning,['Not Rated'],"['1970s', 'Other_Keywords', 'Action Thriller', 'Vietnam War', '1980s', 'War']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],10755447.0
849,The Purple Rose of Cairo,['Not Rated'],"['Romance', 'Relationships Gone Wrong', 'Comedy Drama', 'Movie Business', 'Screenplay Written By the Star', 'Directing Yourself', '1930s', 'Other_Keywords', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],10631333.0
850,After Hours,['R'],"['Set in New York', 'Crime', 'Artists', 'Cult Movie', 'Relationships Gone Wrong', 'Framed', 'Film Noir', 'Fugitive / On the Run', 'Set in New York City', 'Suicide', 'Other_Keywords', 'Black Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10609321.0
851,Compromising Positions,['R'],"['Sex Crimes', 'Novel or Other Work Adapted by Author', 'Relationships Gone Wrong', 'Comedy Drama', 'Infidelity', 'Life in a Small Town', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],10600000.0
852,American Ninja,['R'],"['Martial Arts', 'Other_Keywords', 'Action Adventure']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10499000.0
853,Better Off Dead...,['PG'],"['Cult Movie', 'Relationships Gone Wrong', 'Foreign Language', 'Suicide', 'Other_Keywords', 'Narcotics', 'Non-Chronological', 'Black Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10297601.0
854,Lost in America,['Not Rated'],"['Relationships Gone Wrong', 'Gambling', 'Life in a Small Town', 'Fired', 'Money Troubles', 'Directing Yourself', 'Screenplay Written By the Star', 'Satirical Comedy', 'Other_Keywords', 'Road Trip', 'Satire']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10079206.0
855,Once Bitten,['PG-13'],"['Cult Movie', 'Horror Comedy', 'Vampire', 'Other_Keywords', 'First Love']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],9917242.0
856,Explorers,['PG'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],9873000.0
857,A Chorus Line,['PG-13'],['Performing Arts'],['Based on Musical or Opera'],['Live Action'],['Contemporary Fiction'],['United States'],14202899.0
858,Sweet Dreams,['Not Rated'],"['Biography', 'Relationships Gone Wrong', 'Singers', 'Biographical Drama', 'Domestic Abuse', '1960s', 'Other_Keywords']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],9100000.0
859,Target,['R'],"['Kidnap', 'Revenge', 'Missing Person', 'C.I.A.', 'Dysfunctional Family', 'Other_Keywords', 'Crime Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],9023199.0
860,Cat's Eye,['Not Rated'],"['Novel or Other Work Adapted by Author', 'Segments', 'Animal Lead', 'Infidelity', 'Gambling', 'Revenge', 'Horror Comedy', 'Other_Keywords', 'Addiction']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],9000114.0
861,Gotcha,['PG-13'],"['Romance', 'Secret Agent', 'Action Comedy', 'Set in Los Angeles', 'Other_Keywords', 'Mistaken Identity']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],8823269.0
862,The Man With One Red Shoe,['PG'],"['Romance', 'Musicians', 'C.I.A.', 'Government Corruption', 'Mistaken Identity', 'Crime Comedy']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],8645411.0
863,That Was Then… This is Now,['R'],"['Romance', 'Screenplay Written By the Star', 'Missing Person', 'Other_Keywords', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],8630068.0
864,Secret Admirer,['Not Rated'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],8622973.0
865,Enemy Mine,['PG-13'],"['Rescue', 'Cult Movie', 'Unexpected Families', 'Action Adventure', 'Other_Keywords', 'War']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['United States', 'Germany']",12303411.0
866,The Journey of Natty Gann,['Not Rated'],"['Young Child Dealing with the Death of a Parent', 'Animal Lead', 'Road Trip', '1930s', 'Other_Keywords', 'Money Troubles', 'Single Parent']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],9468512.0
867,Transylvania 6-5000,['PG'],"['Rescue', 'Cult Movie', 'Horror Comedy', 'Missing Person', 'Vampire', 'Single Parent', 'Monster', 'Other_Keywords', 'Spoof']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Other_Countries', 'United States']",7200000.0
868,Stick,['Not Rated'],"['Kidnap', 'Crime', 'Rescue', 'Romance', 'Novel or Other Work Adapted by Author', 'Action Thriller', 'Directing Yourself', 'Fugitive / On the Run', 'Life on the Outside', 'Mafia', 'Dysfunctional Family', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],6964734.0
869,Red Sonja,['PG-13'],"['Sex Crimes', 'Young Child Dealing with the Death of a Parent', 'LGBTQ+', 'Revenge', 'Action Adventure', 'Other_Keywords', 'Death of a Sibling']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],"['Other_Countries', 'United States']",6908640.0
870,Into the Night,['Not Rated'],"['Romance', 'Crime', 'Relationships Gone Wrong', 'Action Comedy', 'Infidelity', 'Gratuitous Cameos', 'Fugitive / On the Run', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],6720160.0
871,D.A.R.Y.L.,['Not Rated'],"['Robot', 'Faked Death', 'Family Drama', 'Faulty Memory', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['United Kingdom', 'United States']",6561653.0
872,Girls Just Want to Have Fun,['Not Rated'],"['Romance', 'TV Industry', 'Other_Keywords', 'Romantic Comedy', 'Religious', 'Dancing', 'Cross-Class Romance', 'New Guy/Girl in School']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],6326051.0
873,Plenty,['Not Rated'],"['Political', 'Romance', '1950s', 'Relationships Gone Wrong', 'Mental Illness', 'World War II', '1940s', '1960s', 'Other_Keywords', 'Life Drama']",['Based on Play'],['Live Action'],['Historical Fiction'],['United States'],6104212.0
874,Day of the Dead,['Not Rated'],"['Supernatural', 'Cult Movie', 'Depression', 'Post Apocalypse', 'Suicide', 'Other_Keywords', 'Zombies', 'Psychological Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],34004262.0
875,Brazil,['R'],"['Visual Effects', 'Dystopia', 'Surprise Twist', 'Dream Sequence', 'Film Noir', 'Directing Yourself', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],9934484.0
876,Rustlers' Rhapsody,['PG'],"['Surprise Twist', 'Voiceover/Narration', 'Spoof', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Historical Fiction'],"['Spain', 'United States']",4847085.0
877,King David,['Not Rated'],"['Famously Bad', 'Faith-Based Film', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['United Kingdom', 'United States']",4800000.0
878,The Company of Wolves,['Not Rated'],"['Novel or Other Work Adapted by Author', 'Romance', 'Segments', 'Other_Keywords', 'Death of a Sibling']",['Original Screenplay'],['Live Action'],['Fantasy'],['United Kingdom'],4389334.0
879,The Mean Season,['Not Rated'],"['Serial Killer', 'Investigative Journalist', 'Film Noir', 'Other_Keywords', 'Crime Thriller']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],4349446.0
880,Murphy's Romance,['PG-13'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],30762621.0
881,The Bride,['PG-13'],"['Romance', 'Cult Movie', 'Relationships Gone Wrong', 'Other_Keywords', 'Love Triangle']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],"['United Kingdom', 'United States']",3600000.0
882,Turk 182!,['Not Rated'],"['Romance', 'Comedy Drama', 'Suicide', 'Other_Keywords', 'Addiction']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],3563635.0
883,Starchaser: The Legend of Orin,['PG'],['3-D - Shot in 3-D'],['Original Screenplay'],['Hand Animation'],['Science Fiction'],"['Other_Countries', 'United States']",3360800.0
884,Gymkata,['R'],"['Epilogue', 'Kidnap', 'Rescue', 'Cult Movie', 'Other_Keywords', 'Action Thriller', 'Martial Arts', 'Father’s Footsteps', 'Missing Person', 'Famously Bad', 'Betrayal', 'Terrorism', 'Royalty']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['United States', 'Japan']",3249442.0
885,Twice in a Lifetime,['R'],"['Wedding Day', 'Relationships Gone Wrong', 'Infidelity', 'Family Drama', 'Dysfunctional Family', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],7681246.0
886,Maxie,['Not Rated'],['Romance'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],2600000.0
887,Gojira,['Not Rated'],['Monster'],['Remake'],['Live Action'],['Science Fiction'],"['United States', 'Japan']",2443200.0
888,Re-Animator,['Not Rated'],"['Zombies', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],2023000.0
889,The Slugger's Wife,['Not Rated'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1878000.0
890,American Flyers,['PG-13'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1420355.0
891,Wetherby,['R'],"['Non-Chronological', 'World War II']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1136052.0
892,Ran,['R'],"['Sibling Rivalry', 'Revenge', 'Suicide', 'Other_Keywords', 'Betrayal']",['Based on Play'],['Live Action'],['Historical Fiction'],"['Japan', 'France']",2177642.0
893,Fever Pitch,['R'],['Gambling'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],610333.0
894,Joshua Then and Now,['Not Rated'],['Romance'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['Canada'],542420.0
895,Runaway Train,['R'],"['Fugitive / On the Run', 'Action Thriller', 'Prison Break', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],7936012.0
896,Mishima: A Life in Four Chapters,['Not Rated'],"['Biography', 'Segments']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],['United States'],437547.0
897,Key Exchange,['R'],['Romance'],['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],425000.0
898,Subway,['R'],"['Foreign Language', ""Rock 'n' Roll""]",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],1663296.0
899,Def-Con 4,['Not Rated'],['Post Apocalypse'],['Original Screenplay'],['Live Action'],['Science Fiction'],['Canada'],210904.0
900,Revolution,['PG-13'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Historical Fiction'],['United Kingdom'],346761.0
901,Top Gun,['PG'],"['3-D', 'In a Plane', 'IMAX: DMR', 'Other_Keywords', 'Intertitle', 'War']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],357463748.0
902,Crocodile Dundee,['PG-13'],"['Set in New York', 'Romance', 'Writing and Writers', 'Relationships Gone Wrong', 'Culture Clash', 'LGBTQ+', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Australia', 'United States']",328203506.0
903,"The Karate Kid, Part II",['PG'],"['Martial Arts', 'Revenge', 'Hostage', 'Dysfunctional Family', 'Other_Keywords', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],115103979.0
904,Back to School,['PG-13'],"['Farcical / Slapstick Comedy', 'College', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],91258000.0
905,Aliens,['R'],"['Action Horror', 'Corporate Malfeasance', 'Dream Sequence', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],183291893.0
906,Star Trek IV: The Voyage Home,['PG'],"['Visual Effects', 'Time Travel']",['Based on TV'],['Live Action'],['Science Fiction'],['United States'],133000000.0
907,Ruthless People,['R'],"['Kidnap', 'Relationships Gone Wrong', 'Faked Death', 'Revenge', 'Blackmail', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],71624879.0
908,Ferris Bueller’s Day Off,['PG-13'],"['High School', 'Breaking the Fourth Wall', 'Sibling Rivalry', 'Dysfunctional Family', 'Other_Keywords', 'Coming of Age', 'Buddy Comedy', 'Scene in End Credits']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],70178260.0
909,Down and Out in Beverly Hills,['R'],"['Infidelity', 'LGBTQ+', 'Family Comedy', 'Foreign-Language Remake', 'Dysfunctional Family', 'Other_Keywords', 'Satire']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],62134225.0
910,The Golden Child,['PG-13'],"['Set in Los Angeles', 'Kidnap', 'Rescue']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],79817937.0
911,Legal Eagles,['PG'],"['White Collar Crime', 'Romance', 'False Identity', 'Young Child Dealing with the Death of a Parent', 'Hitmen', 'Lawyers', 'No Honor Among Thieves', 'Crime Comedy']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],49851591.0
912,Stand by Me,['R'],"['Coming of Age', 'Other_Keywords', 'Voiceover/Narration']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],52288650.0
913,The Color of Money,['R'],"['Sports Drama', 'Gambling', 'Confidence Men']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],52293000.0
914,Police Academy 3: Back in Training,['PG'],"['Epilogue', 'Corrupt Cops', 'Heist', 'Farcical / Slapstick Comedy', 'Government Corruption', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],43579163.0
915,Poltergeist II: The Other Side,['PG-13'],"['Supernatural', 'Visual Effects', 'Posthumous Release', 'Religious', 'Other_Keywords', 'Supernatural Horror', 'Haunting', 'Possessed']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],40996665.0
916,Short Circuit,['PG'],"['Farcical / Slapstick Comedy', 'Robot', 'Other_Keywords', 'Faulty Memory']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],40697761.0
917,Pretty in Pink,['PG-13'],"['Romantic Comedy', 'Bullies', 'Cross-Class Romance', 'Coming of Age', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],40476156.0
918,Peggy Sue Got Married,['PG-13'],"['Romance', 'Writing and Writers', 'Relationships Gone Wrong', 'Comedy Drama', 'Infidelity', 'Singers', 'Surprise Twist', 'Time Travel', 'Other_Keywords', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],41382841.0
919,About Last Night...,['Not Rated'],"['Romance', 'Relationship Advice', 'Relationships Gone Wrong', 'Comedy Drama', 'Other_Keywords']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],38702310.0
920,The Fly,['Not Rated'],"['Monster', 'Other_Keywords']",['Remake'],['Live Action'],['Science Fiction'],['United States'],37585694.0
921,The Money Pit,['PG'],"['White Collar Crime', 'Romance', 'Confidence Men', 'Relationships Gone Wrong', 'Surprise Twist', 'Farcical / Slapstick Comedy', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],37499651.0
922,Gung Ho,['Not Rated'],"['Comedy Drama', 'Culture Clash', 'Fired', 'Other_Keywords', 'Money Troubles', 'Scene in End Credits']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],36611610.0
923,Hannah and Her Sisters,['PG-13'],"['Romance', 'TV Industry', 'Relationships Gone Wrong', 'Infidelity', 'Dysfunctional Family', 'Narcotics', 'Intertitle', 'Depression', 'Artists', 'Writing and Writers', 'Suicide', 'Performing Arts', 'Other_Keywords', 'Addiction', 'Love Triangle', 'Segments', 'Voiceover/Narration', 'Religious', 'Food']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],40084041.0
924,Nothing in Common,['PG'],"['Other_Keywords', 'Comedy Drama', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],32324000.0
925,Three Amigos,['Not Rated'],"['Kidnap', 'Rescue', 'Movie Business', 'Culture Clash', 'Talking Animals', 'Farcical / Slapstick Comedy', 'Gangs', 'Unnamed Character', 'Performing Arts', 'Mistaken Identity', 'Spoof']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],39246734.0
926,Soul Man,['Not Rated'],"['College', 'Satirical Comedy', 'Satire']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],27316198.0
927,Jumpin' Jack Flash,['R'],"['African Americans', 'Secret Agent', 'Action Comedy', 'Undercover', 'Surprise Twist', 'C.I.A.', 'Other_Keywords', 'Mistaken Identity']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],25587804.0
928,Heartburn,['Not Rated'],"['Set in New York', 'Romance', 'Relationships Gone Wrong', 'Comedy Drama', 'Infidelity', 'Set in New York City', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],25314289.0
929,Iron Eagle,['Not Rated'],"['Rescue', 'In a Plane', 'Action Thriller', 'Father’s Footsteps', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],24159872.0
930,Children of a Lesser God,['Not Rated'],"['Romance', 'Relationships Gone Wrong', 'Romantic Drama', 'Dysfunctional Family', 'Other_Keywords']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],31853080.0
931,Little Shop of Horrors,['PG-13'],"['Romance', 'Cult Movie', 'Gratuitous Cameos', 'Other_Keywords', 'Remake']",['Based on Musical or Opera'],['Live Action'],['Fantasy'],['United States'],38747385.0
932,Tough Guys,['Not Rated'],"['Romance', 'Autumn Years', 'Life on the Outside', 'Other_Keywords', 'Crime Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21458229.0
933,F/X,['R'],"['Corrupt Cops', 'Surprise Twist', 'Action Thriller', 'Faked Death', 'Mafia', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],20603715.0
934,House,['R'],"['Rescue', 'Supernatural', 'Writing and Writers', 'Relationships Gone Wrong', 'Dream Sequence', 'Revenge', 'Missing Person', 'Returning Soldiers', 'Suicide', 'Horror Comedy', 'Inheritance', 'Other_Keywords', 'Non-Chronological', 'Vietnam War', 'Haunting']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],22144631.0
935,A Room with a View,['Not Rated'],"['Cross-Class Romance', 'Romantic Drama', 'Relationships Gone Wrong', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United Kingdom'],21042007.0
936,Flight of the Navigator,['Not Rated'],"['Time Travel', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],18564613.0
937,The Delta Force,['R'],"['Rescue', 'Action Thriller', 'Prologue', 'Hostage', 'Other_Keywords', '1980s', 'Inspired by a True Story', 'Terrorism']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],17005599.0
938,Howard the Duck,['Not Rated'],"['Romance', 'Cult Movie', 'Action Comedy', 'Other_Keywords', 'Marvel Comics', 'Famously Bad']",['Based on Comic/Graphic Novel'],['Live Action'],['Science Fiction'],['United States'],16295774.0
939,Raw Deal,['Not Rated'],"['Relationships Gone Wrong', 'Undercover', 'Organized Crime', 'Action Thriller', 'Other_Keywords', 'Narcotics', 'FBI', 'Pregnant Women']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],16209459.0
